"player","exp","num","inches","team","id"
"Tyger Campbell","Sr",10,71,"UCLA",66375
"Darius Bowser","Sr",4,81,"Houston",66379
"Dom Welch","Sr",10,77,"Alabama",66384
"John Walker III","Sr",24,81,"Texas Southern",66387
"Noah Gurley","Sr",4,80,"Alabama",66388
"Trey Wood","Jr",12,80,"Portland St.",66392
"Isaiah Burke","Sr",2,73,"Morgan St.",66395
"Gerrale Gates","Sr",10,78,"Holy Cross",66398
"Jalen Cobb","Sr",22,73,"Mercer",66401
"Sincere Carry","Sr",3,73,"Kent St.",66402
"Tobias Cameron","Sr",11,77,"Abilene Christian",66403
"Khalid Moore","Sr",2,79,"Fordham",66414
"Alex Caldwell","Jr",10,72,"UNC Asheville",66418
"Derek Ballard Jr.","Sr",33,80,"Eastern Michigan",66421
"Zion Young","Jr",25,75,"Southern Utah",66422
"Jordan Brown","Jr",21,83,"Louisiana Lafayette",66423
"Kobe Dickson","Sr",12,81,"Howard",66426
"AJ Edu","Jr",15,82,"Toledo",66427
"David Mitchell","Sr",14,78,"Niagara",66429
"Ike Nweke","Sr",24,79,"Quinnipiac",66432
"Adam Flagler","Sr",10,75,"Baylor",66438
"Matt Mims","Jr",1,72,"South Dakota St.",66439
"Daxton Carr","Jr",13,79,"Idaho St.",66443
"Jayden Saddler","Sr",NA,73,"Saint Peter's",66444
"Patrick Emilien","Sr",15,79,"Maryland",66445
"Alex Arians","Sr",34,76,"South Dakota St.",66450
"Dalvin White","Sr",10,70,"Chattanooga",66457
"Jaxson Baker","Sr",3,80,"New Hampshire",66463
"Neftali Alvarez","Jr",2,72,"Southern Miss",66465
"Derek Sabin","Sr",21,81,"Belmont",66467
"Franklin Agunanne","Sr",33,81,"SMU",66468
"Adam Kunkel","Sr",5,76,"Xavier",66471
"Dzmitry Ryuny","Sr",11,81,"Oregon St.",66473
"Kevin Obanor","Sr",0,80,"Texas Tech",66476
"Riley Battin","Sr",0,81,"Cal Baptist",66477
"Finn Sullivan","Sr",15,76,"Vermont",66479
"Manny Bates","Sr",15,83,"Butler",66480
"Tevian Jones","Sr",55,79,"Southern Utah",66481
"Lahat Thioune","Sr",0,82,"UCF",66484
"Jr. Clay","Sr",4,72,"Tennessee St.",66486
"Sage Tolbert III","Sr",23,80,"San Jose St.",66488
"Gabe McGlothan","Jr",30,79,"Grand Canyon",66489
"Matt Dentlinger","Sr",32,80,"South Dakota St.",66491
"Savion Lewis","Sr",3,73,"Quinnipiac",66493
"Matt Balanc","Sr",2,76,"Quinnipiac",66494
"CJ Fredrick","Sr",1,75,"Kentucky",66496
"Tyrese Williams","Sr",5,75,"Quinnipiac",66500
"Miles Latimer","Sr",20,78,"Bryant",66503
"RJ Eytle-Rock","Sr",5,76,"Utah St.",66504
"Jose Placer","Sr",15,73,"North Florida",66505
"Stephane Ingo","Sr",0,81,"Marist",66507
"Hunter Thompson","Sr",10,82,"Wyoming",66508
"Frankie Policelli","Sr",2,79,"Stony Brook",66510
"Reggie Chaney","Sr",32,80,"Houston",66513
"Dwayne Cohill","Sr",5,74,"Youngstown St.",66515
"Nygal Russell","Sr",22,76,"Towson",66517
"Keonte Kennedy","Sr",1,77,"Memphis",66522
"Grayson Carter","Jr",25,82,"Texas Southern",66526
"Kevin Samuel","Sr",21,84,"South Alabama",66527
"Isaih Moore","Sr",11,72,"Fresno St.",66528
"Zach Nutall","Sr",10,75,"SMU",66530
"Eddy Kayouloud","Sr",13,79,"Central Arkansas",66535
"Felix Lemetti","Jr",1,73,"Southern Utah",66539
"Garrison Wade","Sr",22,79,"Cal St. Fullerton",66540
"Pedro Castro","Sr",21,78,"UT Arlington",66541
"JC Butler","Sr",0,77,"UC Irvine",66545
"Ogheneyole Akuwovo","Sr",21,81,"Binghamton",66550
"Tae Hardy","Jr",2,75,"UTEP",66552
"David Singleton","Sr",34,76,"UCLA",66556
"Michael Feinberg","Sr",13,76,"Yale",66560
"Dwight Murray Jr.","Sr",55,72,"Rider",66569
"Antoine Smith Jr.","Sr",1,79,"Evansville",66570
"Jase Townsend","Sr",1,76,"San Diego",66575
"Jarred Godfrey","Sr",1,77,"Fort Wayne",66578
"Kolby Lee","Sr",32,81,"Idaho St.",66582
"Jordan Campbell","Sr",5,76,"Fresno St.",66587
"Carlos Jurgens","Sr",11,77,"Oral Roberts",66588
"Jaxon Knotek","Sr",22,78,"American",66589
"Shakur Daniel","Sr",13,78,"Tarleton St.",66590
"Sam Griesel","Sr",5,79,"Nebraska",66592
"Gerald Liddell","Sr",11,80,"Detroit",66593
"Courtney Ramey","Sr",0,75,"Arizona",66594
"Jarius Cook","Jr",20,75,"Jacksonville",66596
"Alex Rivera","Sr",NA,73,"Saint Peter's",66599
"Allin Blunt","Sr",15,79,"UMass Lowell",66602
"Matthew Strange","Sr",12,71,"Southeastern Louisiana",66605
"Sam Sessoms","Sr",3,72,"Coppin St.",66606
"Desi Sills","Sr",13,74,"Kansas St.",66610
"Keyshawn Embery-Simpson","Sr",2,75,"Tulsa",66611
"Antoine Davis","Sr",0,73,"Detroit",66614
"Jemarl Baker","Sr",1,77,"Fresno St.",66618
"Riley Abercrombie","Sr",22,81,"Northern Colorado",66621
"Kendle Moore","Sr",3,72,"Missouri St.",66624
"Cam Shelton","Sr",20,74,"Loyola Marymount",66626
"Keith Haymon","Jr",13,79,"Northern Arizona",66627
"Cole Bergan","Sr",21,80,"Stonehill",66628
"Ant Nelson","Sr",3,76,"Manhattan",66631
"Nigel Hawkins","Sr",0,76,"Stephen F. Austin",66636
"Wyatt Lowell","Jr",21,81,"Portland",66638
"Daniel Sackey","Sr",0,69,"New Orleans",66639
"Matthew Mayer","Sr",24,81,"Illinois",66643
"Malachi Smith","Jr",13,76,"Gonzaga",66644
"Grant Basile","Sr",21,81,"Virginia Tech",66645
"Skyelar Potter","Sr",5,75,"Jacksonville St.",66648
"Nelson Boachie-Yiadom","Sr",32,80,"Hofstra",66655
"Josh Roberts","Sr",23,81,"Manhattan",66656
"Aguek Arop","Sr",33,79,"San Diego St.",66663
"Philmon Gebrewhit","Sr",5,79,"DePaul",66664
"Naseem Gaskin","So",5,76,"Cal St. Bakersfield",66666
"Tyree Eady","Sr",4,77,"North Texas",66670
"Austin Ash","Sr",10,75,"The Citadel",66671
"Mack Anderson","Sr",23,81,"Montana",66672
"Jalen Gabbidon","Sr",3,77,"Colorado",66675
"Kenny Strawbridge Jr.","Sr",20,78,"Evansville",66678
"Brandon Swaby","Sr",5,75,"Incarnate Word",66682
"Andrew Taylor","Jr",0,75,"Marshall",66685
"Fardaws Aimaq","Sr",11,83,"Texas Tech",66686
"Keshaun Saunders","Jr",55,77,"Portland St.",66689
"Jelani Williams","Sr",5,77,"Howard",66690
"Javian Davis","Jr",0,81,"UAB",66700
"Tai Strickland","Sr",13,74,"Georgia Southern",66702
"Joe Hedstrom","Sr",32,84,"Valparaiso",66703
"Timmy Allen","Sr",0,78,"Texas",66708
"J'Raan Brooks","Sr",33,81,"UC San Diego",66710
"Tamell Pearson","Sr",3,82,"Appalachian St.",66711
"Ricky Clemons","Sr",1,74,"Campbell",67483
"Matt Johnson II","Sr",2,74,"Northern Colorado",67487
"Chris Brandon","Sr",21,80,"Northern Kentucky",67512
"Jonas Harper","Sr",15,74,"Boston University",67520
"Jayce Johnson","Sr",5,77,"Siena",67557
"Matthew Lang","Sr",23,75,"Arizona",67563
"Dylan Arnette","Sr",13,75,"Arkansas St.",67573
"Shaun Doss","Sr",21,77,"Arkansas Pine Bluff",67602
"Cache Fields","Jr",15,78,"Utah Valley",67604
"Patrick Mwamba","Jr",32,79,"Oral Roberts",67612
"Tyreek Scott-Grayson","Sr",11,77,"Old Dominion",67641
"Tyler Stevenson","Sr",14,80,"Mississippi St.",67668
"Tyrece Radford","Sr",23,74,"Texas A&M",67673
"Britton Johnson","Sr",21,76,"Samford",67684
"Trey Smith","Sr",44,74,"Idaho",67692
"Garrett Sturtz","Sr",3,75,"Drake",67707
"Ronald Lucas","Sr",10,78,"Delaware St.",67735
"D.J. Wilkins","Sr",0,74,"Drake",67748
"Jay Yoon","Sr",5,76,"Pepperdine",67753
"Adam Hess","Sr",4,76,"NJIT",67760
"Andrew Junkin","Sr",30,84,"Elon",67788
"KC Ndefo","Sr",13,79,"Seton Hall",67812
"Josh Aldrich","Sr",22,79,"Charlotte",67815
"Brock Jancek","Sr",13,80,"East Tennessee St.",67818
"Matt Hobbs","Sr",0,76,"Hartford",67824
"Brandon Powell","Sr",12,75,"Alabama A&M",67830
"Zan Payne","Sr",23,77,"Louisville",67832
"Webster Filmore","Sr",25,79,"North Carolina A&T",67841
"Max Rice","Sr",12,77,"Boise St.",67842
"Kyle Cardaci","Sr",NA,74,"Saint Peter's",67860
"C.J. Kelly","Sr",13,77,"UCF",67875
"Tra'Von Fagan","Sr",4,79,"UMBC",67888
"John-Michael Hughes","Sr",33,73,"The Citadel",67915
"Aundre Hyatt","Jr",5,78,"Rutgers",67927
"Jordan Veening","Sr",23,78,"Eastern Washington",67956
"Khalil Shabazz","Sr",0,72,"San Francisco",67961
"Damian Chong Qui","Sr",2,68,"Fort Wayne",67965
"Ashton McClelland","Sr",10,72,"Alabama St.",67968
"Trendon Hankerson","Sr",4,74,"Akron",67986
"Zoar Nedd","Jr",20,78,"Hawaii",68019
"Kyle Luedtke","Sr",3,77,"Nebraska Omaha",68036
"Matthew Glassman","Sr",1,72,"Manhattan",68068
"Isaiah Rollins","Sr",4,75,"Southern",68075
"DeShang Weaver","Sr",14,79,"Oral Roberts",68089
"Dante Treacy","Sr",24,72,"UNC Greensboro",68091
"Michael Baer","Sr",24,79,"Siena",68099
"Tyler Bertram","Jr",23,75,"UAB",68103
"Jordan Gilliam","Sr",11,78,"Texas Southern",68110
"Marvin Coleman II","Sr",4,75,"Evansville",68154
"Kyle Feit","Jr",5,76,"New Mexico St.",68161
"Andy Neff","Sr",20,79,"Wright St.",68173
"Mark Calleja","Sr",13,75,"South Florida",68201
"Christian Sutton","Sr",20,75,"Coppin St.",68217
"Nicolas Fennell","Sr",24,76,"North Carolina Central",68233
"Jayveous McKinnis","Sr",0,79,"Mississippi",68296
"Markese Redding","Sr",13,79,"Loyola MD",68312
"Flynn Cameron","Sr",11,77,"UC Riverside",68351
"Onyebuchi Ezeakudo","Sr",12,74,"Radford",68352
"Russell Stong","Sr",43,75,"UCLA",68363
"Ajiri Ogemuno-Johnson","Sr",13,80,"Rider",68373
"Kevin McCullar Jr.","Sr",15,78,"Kansas",68379
"Jeffrey Yan","Jr",40,81,"Long Beach St.",68386
"Mekhi Long","Jr",0,79,"Old Dominion",70243
"Moses Flowers","Jr",4,75,"St. Bonaventure",70244
"Jeremiah Hernandez","So",13,76,"Southern Indiana",70249
"Jakob Alamudun","Sr",0,78,"Lehigh",70253
"Alimamy Koroma","Sr",15,80,"Cal Poly",70254
"Giovanni Santiago","Jr",11,73,"Kent St.",70255
"Tim Ceaser","Jr",2,81,"Utah Valley",70257
"Miroslav Stafl","Sr",12,83,"Central Michigan",70258
"Miguel Tomley","So",10,75,"Idaho St.",70262
"Cade Alger","Jr",14,81,"San Diego St.",70265
"Kalik Brooks","Jr",21,77,"Georgia St.",70271
"Joshua Lusane","Sr",23,79,"Campbell",70273
"David Muoka","Sr",12,82,"UNLV",70274
"Anderson Kopp","Sr",11,77,"UMKC",70278
"Zach Hobbs","Jr",24,77,"Indiana St.",70281
"Jameer Nelson Jr.","Jr",0,73,"Delaware",70283
"Jamison Battle","Jr",10,79,"Minnesota",70284
"Chase Paar","Sr",13,82,"Towson",70285
"Shawn Walker Jr.","Sr",25,78,"Mercer",70286
"Harouna Sissoko","Jr",23,79,"Illinois St.",70287
"Malcolm Miller","Jr",34,76,"Illinois St.",70288
"DaJuan Gordon","Jr",11,77,"New Mexico St.",70289
"Marcus Foster","Jr",5,76,"Furman",70297
"Jonny Lawrence","Jr",12,82,"Furman",70302
"Josh Earley","Jr",21,79,"Southeast Missouri St.",70307
"Cole Henry","So",1,81,"Northern Iowa",70309
"Elias King","Jr",10,80,"Middle Tennessee",70314
"Akok Akok","Jr",11,82,"Georgetown",70315
"Richie Springs","Jr",13,81,"Connecticut",70316
"Byron Smith","Jr",1,74,"Florida A&M",70322
"Luke Morrill","Sr",15,74,"Valparaiso",70324
"Doctor Bradley","So",13,80,"New Mexico St.",70326
"Jaden Bediako","Sr",12,82,"Santa Clara",70327
"Daniss Jenkins","Jr",5,75,"Iona",70329
"Keion Brooks","Sr",1,79,"Washington",70335
"Jalen Jackson","Sr",4,71,"Texas A&M Corpus Chris",70336
"Armando Bacot","Sr",5,83,"North Carolina",70339
"Max Agbonkpolo","Jr",23,81,"Wyoming",70342
"Emanuel Miller","Sr",2,79,"TCU",70343
"Jonathan Aku","Jr",12,83,"Grambling St.",70345
"Andre Gordon","Sr",20,74,"Texas A&M",70348
"Messiah Thompson","Jr",1,68,"Alabama A&M",70352
"Brandon Stone","Sr",23,83,"Delaware St.",70355
"Lance Jones","Sr",5,73,"Southern Illinois",70356
"Oton Jankovic","So",10,82,"Tulane",70359
"Mahamadou Diawara","Sr",15,82,"Stetson",70360
"Anyang Garang","Jr",21,81,"UMBC",70361
"De'Vion Harmon","Sr",23,74,"Texas Tech",70362
"Victor Iwuakor","Sr",0,79,"UNLV",70363
"Jalen Hill","Sr",1,78,"Oklahoma",70364
"Gabe Arizin","Sr",34,76,"Richmond",70365
"Toumani Camara","Jr",2,80,"Dayton",70370
"Sahvir Wheeler","Sr",2,69,"Kentucky",70372
"Logan Padgett","Jr",34,78,"Manhattan",70374
"Tyrese Jenkins","Jr",5,78,"Norfolk St.",70375
"Donovan Gregory","Sr",11,77,"Appalachian St.",70376
"Doug Edert","Sr",25,74,"Bryant",70379
"Hassan Drame","Sr",4,79,"La Salle",70380
"Ja'Darius Harris","Jr",1,74,"North Carolina Central",70383
"Emmanuel Tshimanga","Jr",25,84,"UC San Diego",70385
"Ofure Ujadughele","Jr",10,77,"UC Irvine",70388
"Ja'Shonte Wright-McLeish","Sr",2,76,"Maine",70390
"Cole Bajema","Sr",22,79,"Washington",70392
"Ata Turgut","Jr",4,81,"Maine",70393
"Gage Bobe","Sr",0,72,"Evansville",70398
"Braelen Bridges","Sr",23,83,"Georgia",70400
"Jaylin Hunter","Jr",12,72,"Ohio",70401
"Trenton Massner","Sr",5,74,"Western Illinois",70405
"Jovan Zelenbaba","Jr",15,76,"Northwestern St.",70406
"Mika Adams-Woods","Jr",3,75,"Cincinnati",70410
"Kane Milling","Jr",0,76,"UC Davis",70413
"Zane Meeks","Jr",15,81,"San Francisco",70414
"David Skogman","Jr",42,82,"Davidson",70415
"Ben Roderick","Sr",3,77,"Ohio",70418
"Jaxon Brenchley","Sr",5,77,"Utah",70421
"Eli Ballstaedt","Sr",32,77,"Utah",70424
"Kobe Langley","Sr",3,73,"UNC Greensboro",70425
"Eli Lawrence","Jr",5,77,"Middle Tennessee",70426
"Josh Kunen","Jr",11,80,"San Francisco",70429
"Shamar Wright","Jr",4,79,"SIU Edwardsville",70430
"Jimmy Bell Jr.","Sr",15,82,"West Virginia",70431
"Mickey Pearson Jr.","So",3,79,"Ball St.",70432
"Yuri Collins","Jr",1,72,"Saint Louis",70433
"Samuell Williamson","Sr",11,79,"SMU",70434
"Javonte Perkins","Sr",3,78,"Saint Louis",70436
"Gibson Jimerson","So",24,77,"Saint Louis",70438
"Terrence Hargrove Jr.","Jr",22,76,"Saint Louis",70439
"Quinn Slazinski","Sr",11,81,"Iona",70440
"Seth Pinkney","Jr",44,85,"FIU",70444
"Kendall Lewis","Sr",22,80,"Illinois St.",70446
"La'Mel Robinson","Jr",11,72,"Nebraska Omaha",70447
"Justin Webster","Sr",2,75,"UNLV",70448
"Darrius Hughes","Sr",10,79,"Wagner",70451
"Mysta Goodloe","Sr",3,77,"USC Upstate",70452
"Immanuel Allen","Sr",25,76,"Abilene Christian",70454
"Jalyn McCreary","Jr",5,80,"Mercer",70457
"Wildens Leveque","Sr",0,82,"Massachusetts",70459
"Jaime Jaquez Jr.","Sr",24,79,"UCLA",70461
"De'Sean Allen-Eikens","Jr",25,78,"Cal St. Northridge",70463
"Goran Miladinovic","Jr",21,84,"Marshall",70464
"Zach Iyeyemi","Sr",0,81,"Houston Christian",70467
"Brady Danielson","Sr",15,76,"North Dakota",70470
"Malachi Rhodes","Jr",23,80,"McNeese St.",70477
"Quinton Morton-Robertson","Jr",11,68,"Fort Wayne",70478
"Xander Rice","Sr",21,75,"Bucknell",70480
"James Bishop IV","Sr",11,74,"George Washington",70481
"Chris Shelton","Sr",24,76,"Youngstown St.",70485
"Daniel Banister","Jr",23,77,"Hampton",70486
"Okay Djamgouz","Jr",10,77,"Drake",70492
"Isaiah Cozart","Sr",50,79,"Eastern Kentucky",70493
"Chandler Turner","Sr",13,79,"Bowling Green",70494
"Roti Ware","Sr",2,75,"Stephen F. Austin",70495
"Isaac Elsasser","Sr",12,76,"Bowling Green",70497
"Davin Zeigler","Jr",4,75,"Green Bay",70498
"Rahmir Moore","Jr",0,75,"Wagner",70501
"Ryan Langborg","Sr",3,76,"Princeton",70502
"Brady Spence","Sr",14,81,"The Citadel",70505
"Mike Green","Sr",13,74,"The Citadel",70507
"Trae Hannibal","Sr",0,74,"LSU",70509
"Robert Jones","Sr",12,82,"Iowa St.",70511
"Dre'Shawn Allen","Sr",13,73,"Southern",70513
"Jordan King","Jr",2,72,"East Tennessee St.",70514
"Rob Higgins","Sr",3,73,"St. Francis NY",70516
"Trey Quartlebaum","Sr",15,74,"St. Francis NY",70518
"Tre Edwards","Jr",5,79,"UMBC",70523
"Ali Ali","Sr",24,80,"Butler",70524
"Jermaine Hamlin","Sr",34,82,"Eastern Illinois",70527
"Greg Tribble","Jr",2,73,"Akron",70528
"Jamaal Walker","So",2,77,"Chattanooga",70530
"Chol Marial","Jr",15,86,"Oregon St.",70531
"Hakim Hart","Sr",13,80,"Maryland",70532
"Trey Hutcheson","Sr",3,77,"Albany",70535
"Alex Ducas","Sr",44,79,"Saint Mary's",70538
"Kyle Bowen","Sr",14,80,"Saint Mary's",70539
"Nahiem Alleyne","Sr",4,76,"Connecticut",70540
"Jalen Cone","Jr",15,71,"Northern Arizona",70542
"Hunter Cattoor","Sr",0,75,"Virginia Tech",70543
"Keaston Willis","Jr",0,75,"Louisiana Tech",70544
"Demond Robinson","Sr",0,80,"Kennesaw St.",70546
"Grant van Beveren","Sr",52,78,"Wake Forest",70547
"Ismael Massoud","Jr",25,81,"Kansas St.",70548
"Donovan Ivory","Jr",15,80,"Southern Miss",70549
"Ody Oguama","Jr",33,81,"Cincinnati",70550
"Courtney Brown Jr.","Jr",20,79,"St. Thomas",70551
"Tre' Williams","Jr",13,78,"Tulane",70552
"Tasos Kamateros","Jr",34,80,"South Dakota",70553
"Charles Pride","Sr",5,76,"Bryant",70555
"Michael Green III","Sr",3,71,"Robert Morris",70557
"Seikou Sisoho Jawara","Jr",12,75,"San Diego",70564
"Armaan Franklin","Sr",4,76,"Virginia",70565
"Bryson Etienne","Sr",23,75,"Southern",70567
"Marion Humphrey","Jr",55,75,"UT Arlington",70570
"Jamon Battle","Sr",1,77,"UNC Asheville",70573
"Ryan Moffatt","Sr",4,79,"Colgate",70574
"Trent Stephney","Sr",0,74,"UNC Asheville",70575
"Timmy Kiggins","Sr",12,72,"Bryant",70579
"Tahj Small","Sr",11,77,"Utah Valley",70581
"Yahuza Rasas","Sr",0,79,"Prairie View A&M",70583
"Elijah Morgan","Sr",4,73,"The Citadel",70587
"Evan Taylor","Sr",5,78,"Lehigh",70595
"Ezra Manjon","Sr",5,72,"Vanderbilt",70597
"Reed Myers","Jr",14,72,"Rice",70598
"Max Fiedler","Jr",15,83,"Rice",70599
"Festus Ndumanya","Jr",21,79,"Southern",70600
"Matt Solomon","So",30,75,"Binghamton",70601
"Ade Adebayo","Jr",24,76,"UC Davis",70602
"Zach Crisler","Sr",20,81,"Fairfield",70604
"Braden Bell","Sr",2,79,"Prairie View A&M",70607
"Ben Olesen","Sr",0,72,"Washington St.",70608
"Anthony Holland","Sr",25,77,"Fresno St.",70610
"Brandton Chatfield","So",25,82,"Seattle",70611
"Jacob Toppin","Jr",0,81,"Kentucky",70613
"Jake Betlow","Sr",2,74,"Lehigh",70614
"Reed Fenton","Sr",4,76,"Lehigh",70616
"Ryan Rapp","Jr",22,77,"Hawaii",70617
"Noah Williams","Sr",24,77,"Washington",70618
"Tylan Pope","So",33,78,"Tulane",70619
"Nobal Days","Jr",4,81,"Tulane",70620
"Alex Hemenway","Sr",12,75,"Clemson",70621
"Jamir Chaplin","Jr",24,77,"South Florida",70622
"B.J. Mack","Sr",33,80,"Wofford",70625
"Chase Hunter","Jr",1,75,"Clemson",70626
"Al-Amir Dawes","Sr",2,74,"Seton Hall",70627
"Tyler Saint-Furcy","Sr",21,76,"Marist",70629
"Ken Evans Jr.","So",2,77,"Jackson St.",70635
"Yoro Sidibe","Jr",35,79,"Norfolk St.",70636
"Rocket Watts","Jr",3,74,"Oakland",70639
"Malik Hall","Sr",25,80,"Michigan St.",70640
"Tyrell Jones","Jr",0,74,"South Alabama",70641
"Ja'von Franklin","Sr",4,79,"Georgia Tech",70642
"Allen Flanigan","Sr",22,78,"Auburn",70643
"Jaylin Williams","Sr",2,80,"Auburn",70644
"Julius Marble II","Jr",34,81,"Texas A&M",70645
"Steven Izzo","Sr",13,68,"Michigan St.",70646
"John Buggs III","So",0,74,"UTSA",70648
"Khalif Battle","So",0,77,"Temple",70649
"Damion Baugh","Sr",10,76,"TCU",70650
"Ellis Magnuson","Jr",55,74,"Eastern Washington",70651
"Boogie Ellis","Sr",5,75,"USC",70654
"Titus Wright","Jr",22,80,"Western Michigan",70655
"Chase Graham","Sr",12,73,"North Carolina St.",70656
"Ronald Mitchell Jr","Jr",0,75,"Sam Houston St.",70657
"Amari Davis","Sr",0,74,"Wright St.",70658
"EJ Jarvis","Sr",15,80,"Yale",70659
"Josh Corbin","Jr",32,75,"Robert Morris",70660
"Dante Wilcox","Sr",12,78,"FIU",70661
"Fred Cleveland Jr.","Jr",0,69,"North Carolina Central",70662
"August Mahoney","Jr",3,76,"Yale",70663
"Spencer Jones","Sr",14,79,"Stanford",70664
"Chase Claxton","Sr",33,79,"Winthrop",70665
"Neal Begovich","Jr",21,81,"Stanford",70666
"James Keefe","Sr",22,81,"Stanford",70668
"Jack Mullally","Sr",12,70,"Fairfield",70678
"Christian Ings","Jr",0,74,"Norfolk St.",70679
"Oumar Ballo","Jr",11,84,"Arizona",70681
"Tyreke Locure","Jr",11,72,"Louisiana Monroe",70682
"Jimmy Clark III","Jr",1,75,"Duquesne",70683
"Josiah Allick","Sr",53,80,"New Mexico",70687
"Sam Martin","Jr",1,72,"UMKC",70688
"Shykeim Phillips","Sr",2,74,"UNC Wilmington",70689
"Keli Leaupepe","Sr",34,78,"Loyola Marymount",70690
"Anton Watson","Sr",22,80,"Gonzaga",70692
"Jason Gibson","Sr",11,73,"Towson",70695
"Charles Thompson","Sr",32,79,"Towson",70696
"Keeshawn Barthelemy","Jr",3,74,"Oregon",70700
"Ben Wight","Jr",35,81,"William & Mary",70701
"N'Faly Dante","Sr",1,83,"Oregon",70702
"Trey Calvin","Sr",1,72,"Wright St.",70703
"Bryan Antoine","Jr",14,77,"Radford",70707
"Luke Bumbalough","Jr",2,73,"Ball St.",70710
"Jay Heath","Jr",5,75,"Georgetown",70712
"Julian Rishwain","Jr",2,77,"San Francisco",70713
"CJ Felder","Sr",1,79,"Florida",70714
"Tre Jackson","Sr",3,73,"Western Carolina",70715
"KK Curry","Jr",0,78,"Tennessee Martin",70716
"Drew Timme","Sr",2,82,"Gonzaga",70717
"Jacob Johnson","So",4,77,"LIU Brooklyn",70720
"Adam Sizemore","Sr",14,70,"South Alabama",70722
"Craig Beaudion II","Sr",3,75,"UMBC",70724
"Anthony Walker","Jr",1,81,"Miami FL",70725
"Keishawn Davidson","Sr",3,74,"Belmont",70729
"Glen Anderson","Sr",15,67,"Maryland Eastern Shore",70730
"Anthony Selden","Jr",23,78,"Gardner Webb",70731
"Tom Welch","Sr",10,80,"Loyola Chicago",70732
"JaMonta Black","Sr",4,76,"Northwestern St.",70733
"Marquise Kennedy","Sr",12,73,"Loyola Chicago",70734
"Abdoul Karim Coulibaly","Jr",13,81,"UMass Lowell",70736
"Gerald Drumgoole Jr.","Sr",1,77,"Albany",70737
"Nico Aguirre","Sr",12,72,"Southern Miss",70738
"Coreyoun Rushin","Sr",25,78,"Tarleton St.",70739
"Tyem Freeman","Jr",11,78,"UCF",70740
"Jacco Fritz","Sr",10,82,"Canisius",70741
"Jovan Stulic","Sr",33,78,"Little Rock",70742
"Ryan Wade","Sr",32,74,"Green Bay",70744
"Kobe Brown","Sr",24,80,"Missouri",70745
"Armon Harried","Jr",2,77,"Binghamton",70746
"Tyler Wahl","Sr",5,81,"Wisconsin",70749
"Blaze Nield","Sr",3,73,"Utah Valley",70752
"Nate Lliteras","Jr",2,79,"Longwood",70753
"KyKy Tandy","Sr",15,74,"Xavier",70756
"Osborn Shema","Sr",55,84,"Iona",70757
"Luke Ruggery","Jr",3,71,"St. Francis PA",70765
"Josh Cohen","Jr",33,82,"St. Francis PA",70767
"Brad McCabe","Jr",31,78,"St. Francis PA",70768
"Dieonte Miles","Jr",22,84,"Xavier",70769
"Rienk Mast","Jr",51,81,"Bradley",70772
"Miles Gibson","Sr",10,78,"Binghamton",70776
"Ville Tahvanainen","Sr",23,76,"Bradley",70777
"Benjamin Bosmans-Verdonk","Jr",31,80,"South Carolina",70781
"Daylen Williams","Jr",15,80,"UT Rio Grande Valley",70782
"Noel Coleman","Jr",4,74,"Hawaii",70785
"Rick Issanza","Jr",22,85,"Loyola Marymount",70789
"Blake Seacat","Sr",44,76,"Oklahoma",70790
"KJ Marshall","Jr",12,70,"Pittsburgh",70791
"Hunter Woods","Jr",25,78,"Portland St.",70795
"Daniel Rodriguez","Sr",25,77,"Fairleigh Dickinson",70797
"Zac Ervin","Sr",14,77,"Elon",70799
"Devon Dunn","Sr",2,73,"Campbell",70800
"Brandon Rush","Sr",0,75,"Youngstown St.",70801
"Jack Wilson","Jr",21,83,"Washington St.",70802
"Caleb Fields","Jr",0,72,"Arkansas St.",70806
"Stephen Clark","Sr",1,80,"The Citadel",70808
"Trey Anderson","Jr",15,79,"San Jose St.",70809
"Cobe Williams","Jr",24,72,"Louisiana Tech",70810
"Isaiah Crawford","Jr",22,78,"Louisiana Tech",70811
"Jaren Nafarrete","So",41,67,"Seattle",70815
"Terrell Williams Jr.","Jr",0,78,"Southern",70818
"Jalen Gaffney","Jr",12,75,"Florida Atlantic",70819
"Jack McMahon","Sr",33,75,"Presbyterian",70820
"Seth Lundy","Sr",1,78,"Penn St.",70825
"John Kelly","So",44,79,"Massachusetts",70827
"Jakov Kukic","Jr",14,82,"UC Santa Barbara",70828
"Emmanuel Kuac","Jr",4,79,"New Mexico",70832
"Rahsaan Edwards","So",10,71,"South Carolina St.",70840
"Dahmir Bishop","Sr",1,77,"Florida Gulf Coast",70844
"Tyler Stephenson-Moore","Sr",14,75,"Stony Brook",70845
"Daniel Ramsey","Jr",3,81,"Tennessee Tech",70849
"Heru Bligen","Sr",3,74,"Fairleigh Dickinson",70852
"Joe French","Jr",30,77,"Bethune Cookman",70856
